DATE,MONTH,TYPE OF INCIDENT/ACTIVITY,TIME,TYPE OF EMR,"LOCATION (specify, nearest landmark or intersection)
(sample format): UN Ave. near Taft Intersection",INVOLVED,RECEIVING HOSPITAL,LATITUDE,LONGTITUDE,LATITUDE,LONGTITUDE,NO. OF OUTDATED ROAD TRAFFIC CONTROL DEVICES,
"October 30, 2023",October 2023,Emergency Medical Response (EMR),8:39:00 am,Vehicular / Road Accident,Mel Lopez Zaragosa,Motorcycle vs Truck,Gat. Andres Bonifacio Hospital,,,14.602689,120.961716,1,
"October 31, 2023",October 2023,Emergency Medical Response (EMR),9:40:00 am,Vehicular / Road Accident,"Reigna Regente St. Binondo, Manila",Others,Jose Reyes Hospital,,,14.603757,120.974223,2,
"October 31, 2023",October 2023,Emergency Medical Response (EMR),8:54:00 pm,Vehicular / Road Accident,Abad Santos corner Antipolo,Others,Philippine Orthopedic Center (P.O.C.),,,14.622981,120.978259,3,
"November 1, 2023",November 2023,Emergency Medical Response (EMR),1:55:00 pm,Vehicular / Road Accident,Aloja Hotel Service Road,Others,Refused to transport,,,14.564746,120.985105,2,
"November 1, 2023",November 2023,Emergency Medical Response (EMR),1:55:00 pm,Vehicular / Road Accident,Aloja Hotel Service Road,Others,Refused to transport,,,14.564746,120.985105,2,
"November 2, 2023",November 2023,Emergency Medical Response (EMR),5:06:00 am,Vehicular / Road Accident,Mc Arthur Bridge,Motorcycle vs Tricycle,Ospital ng Sampaloc (OSAM),,,14.597802,120.980534,0,
"November 2, 2023",November 2023,Emergency Medical Response (EMR),4:47:00 am,Vehicular / Road Accident,Mc Arthur Bridge,Motorcycle vs Tricycle,Ospital ng Maynila (OSMA),,,14.597802,120.980534,0,
"November 2, 2023",November 2023,Emergency Medical Response (EMR),4:47:00 am,Vehicular / Road Accident,Mc Arthur Bridge ,Motorcycle vs Tricycle,Ospital ng Maynila (OSMA),,,14.597802,120.980534,0,
"November 2, 2023",November 2023,Emergency Medical Response (EMR),4:47:00 am,Vehicular / Road Accident,Mc Arthur Bridge,Motorcycle vs Tricycle,Ospital ng Maynila (OSMA),,,14.597802,120.980534,0,
"November 2, 2023",November 2023,Emergency Medical Response (EMR),8:01:00 am,Vehicular / Road Accident,Road 10 Zaragosa St Sampaloc Manila,Motorcycle (Loss of Control),Philippine Orthopedic Center (P.O.C.),,,14.602731,120.961697,1,
"November 3, 2023",November 2023,Emergency Medical Response (EMR),2:15:00 am,Vehicular / Road Accident,Legarda infront of Arellano University,PUJ (Loss of Control),Jose Reyes Hospital,,,14.600671,120.996435,1,
"November 3, 2023",November 2023,Emergency Medical Response (EMR),2:15:00 am,Vehicular / Road Accident,Legarda infront of Arellano University,PUJ (Loss of Control),Refused to transport,,,14.600671,120.996435,1,
"November 3, 2023",November 2023,Emergency Medical Response (EMR),2:15:00 am,Vehicular / Road Accident,Legarda infront of Arellano University,PUJ (Loss of Control),Refused to transport,,,14.600671,120.996435,1,
"November 3, 2023",November 2023,Emergency Medical Response (EMR),2:15:00 am,Vehicular / Road Accident,Legarda infront of Arellano University,PUJ (Loss of Control),Refused to transport,,,14.600671,120.996435,1,
"November 3, 2023",November 2023,Emergency Medical Response (EMR),2:15:00 am,Vehicular / Road Accident,Legarda infront of Arellano University,PUJ (Loss of Control),Refused to transport,,,14.600671,120.996435,1,
"November 3, 2023",November 2023,Emergency Medical Response (EMR),2:15:00 am,Vehicular / Road Accident,Legarda infront of Arellano University,PUJ (Loss of Control),Refused to transport,,,14.600671,120.996435,1,
"November 3, 2023",November 2023,Emergency Medical Response (EMR),2:15:00 am,Vehicular / Road Accident,Legarda infront of Arellano University,PUJ (Loss of Control),Refused to transport,,,14.600671,120.996435,1,
"November 4, 2023",November 2023,Emergency Medical Response (EMR),12:32:00 am,Vehicular / Road Accident,North Bound Binondo Bridge,Motorcycle vs Ebike/Bike,Others,,,14.594754,120.975018,0,
"November 4, 2023",November 2023,Emergency Medical Response (EMR),1:41:00 am,Vehicular / Road Accident,Lakandula Road 10,Motorcycle (Loss of Control),Gat. Andres Bonifacio Hospital,,,14.604675,120.961532,1,
"November 4, 2023",November 2023,Emergency Medical Response (EMR),3:47:00 pm,Vehicular / Road Accident,MH Del Pilar corner Quintos,Motorcycle vs Motorcycle,Refused to transport,,,14.572277,120.982742,2,
"November 4, 2023",November 2023,Emergency Medical Response (EMR),3:47:00 pm,Vehicular / Road Accident,MH Del Pilar corner Quintos,Motorcycle vs Motorcycle,Refused to transport,,,14.572277,120.982742,2,
"November 4, 2023",November 2023,Emergency Medical Response (EMR),3:47:00 pm,Vehicular / Road Accident,MH Del Pilar corne Quintos,Motorcycle vs Motorcycle,Refused to transport,,,14.572277,120.982742,2,
"November 4, 2023",November 2023,Emergency Medical Response (EMR),10:23:00 pm,Vehicular / Road Accident,Pedro Gil Manila,Motorcycle (Loss of Control),Refused to transport,,,14.580286,121.008112,2,
"November 5, 2023",November 2023,Emergency Medical Response (EMR),12:19:00 pm,Vehicular / Road Accident,San Andres Osmena ,Motorcycle vs Truck,Refused to transport,,,14.572637,120.999375,0,
"November 5, 2023",November 2023,Emergency Medical Response (EMR),12:19:00 pm,Vehicular / Road Accident,San Andres Osmena,Motorcycle vs Truck,Refused to transport,,,14.572637,120.999375,0,
"November 5, 2023",November 2023,Emergency Medical Response (EMR),11:07:00 pm,Vehicular / Road Accident,Juan Luna corner Del Fierro,PUJ vs Ebike,Tondo Medical Hospital,,,14.626621,120.973321,3,
"November 5, 2023",November 2023,Emergency Medical Response (EMR),11:18:00 pm,Vehicular / Road Accident,Otis Paco Manila ,Motorcycle (Loss of Control),Refused to transport,,,14.58636,120.994628,1,
"November 6, 2023",November 2023,Emergency Medical Response (EMR),5:22:00 am,Vehicular / Road Accident,Fajardo St. corner Prudencio St.,Motorcycle (Loss of Control),Refused to transport,,,14.610282,120.997985,1,
"November 6, 2023",November 2023,Emergency Medical Response (EMR),10:21:00 am,Vehicular / Road Accident,Roxas Boulevard Corner Ocampo Street,Others,Ospital ng Maynila (OSMA),,,14.559654,120.987247,2,
"November 6, 2023",November 2023,Emergency Medical Response (EMR),10:21:00 am,Vehicular / Road Accident,Roxas Boulevard Corner Ocampo Street,Others,Ospital ng Maynila (OSMA),,,14.559654,120.987247,2,
"November 6, 2023",November 2023,Emergency Medical Response (EMR),9:46:00 pm,Vehicular / Road Accident,P. Burgoz (In front of Manila City Hall),Motorcycle (Loss of Control),Refused to transport,,,14.589493,120.981103,1,
"November 6, 2023",November 2023,Emergency Medical Response (EMR),9:46:00 pm,Vehicular / Road Accident,P. Burgoz (In front of Manila City Hall),Motorcycle (Loss of Control),Refused to transport,,,14.589493,120.981103,1,
"November 6, 2023",November 2023,Emergency Medical Response (EMR),11:37:00 pm,Vehicular / Road Accident,Mel Lopez Blvd Road 10 near Pacheco,Motorcycle (Loss of Control),Gat. Andres Bonifacio Hospital,,,14.615021,120.960189,1,
"November 7, 2023",November 2023,Emergency Medical Response (EMR),8:49:00 am,Vehicular / Road Accident,"V. Mapa corner, Pag-asa St.",Motorcycle (Loss of Control),Refused to transport,,,14.602061,121.016078,0,
"November 7, 2023",November 2023,Emergency Medical Response (EMR),2:18:00 pm,Vehicular / Road Accident,Taft corner Ayala,SUV vs Pedestrian,Manila Medical Center,,,14.586213,120.982664,2,
"November 7, 2023",November 2023,Emergency Medical Response (EMR),2:18:00 pm,Vehicular / Road Accident,Taft corner Ayala,SUV vs Pedestrian,Manila Medical Center,,,14.586213,120.982664,2,
"November 8, 2023",November 2023,Emergency Medical Response (EMR),8:56:00 pm,Vehicular / Road Accident,Tomas Claudio (In front of Barangay 865),Motorcycle vs SUV,Philippine Orthopedic Center (P.O.C.),,,14.588576,121.007684,1,
"November 8, 2023",November 2023,Emergency Medical Response (EMR),12:40:00 am,Vehicular / Road Accident,Mc Arthur Bridge South Bound,Motorcycle (Loss of Control),Refused to transport,,,14.596177,120.980226,0,
"November 8, 2023",November 2023,Emergency Medical Response (EMR),5:33:00 am,Vehicular / Road Accident,Abad Santos corner Lorenzo,Motorcycle vs Ebike/Bike,Ospital ng Tondo,,,14.620934,120.977839,2,
"November 9, 2023",November 2023,Emergency Medical Response (EMR),12:20:00 am,Vehicular / Road Accident,"San Marcelino corner Nakpil, Malate",Motorcycle vs SUV,Refused to transport,,,14.574852,120.991715,3,
"November 10, 2023",November 2023,Emergency Medical Response (EMR),1:32:00 am,Vehicular / Road Accident,Maceda Street corner Piy Margal,Motorcycle vs Sedan,Ospital ng Sampaloc (OSAM),,,14.616603,120.995956,2,
"November 10, 2023",November 2023,Emergency Medical Response (EMR),10:33:00 am,Vehicular / Road Accident,Lacson Avenue corner Aragon,Motorcycle vs Motorcycle,Tondo Medical Hospital,,,14.615981,120.986703,3,
"November 10, 2023",November 2023,Emergency Medical Response (EMR),10:33:00 am,Vehicular / Road Accident,Lacson Avenue corner Aragon,Motorcycle vs Motorcycle,Philippine Orthopedic Center (P.O.C.),,,14.615981,120.986703,3,
"November 10, 2023",November 2023,Emergency Medical Response (EMR),1:28:00 pm,Vehicular / Road Accident,Roxas Boulevard in front of Dolomite Beach,Motorcycle vs SUV,Refused to transport,,,14.575108,120.979869,2,
"November 10, 2023",November 2023,Emergency Medical Response (EMR),5:54:00 pm,Vehicular / Road Accident,In front of Earist,Motorcycle vs Motorcycle,Philippine Orthopedic Center (P.O.C.),,,14.598957,121.000533,1,
"November 10, 2023",November 2023,Emergency Medical Response (EMR),8:08:00 pm,Vehicular / Road Accident,"Apacible St. corner Leroy, Malate",Motorcycle (Loss of Control),Ospital ng Maynila (OSMA),,,14.581253,120.994677,2,
"November 11, 2023",November 2023,Emergency Medical Response (EMR),7:46:00 am,Vehicular / Road Accident,UN Avenue in front of Pope Pius ,Motorcycle vs Motorcycle,Ospital ng Maynila (OSMA),,,14.584538,120.990755,1,
"November 11, 2023",November 2023,Emergency Medical Response (EMR),9:31:00 am,Vehicular / Road Accident,Abad Santos St corner Antipolo St,SUV vs Bicycle,Jose Reyes Hospital,,,14.623312,120.978292,3,
"November 11, 2023",November 2023,Emergency Medical Response (EMR),11:12:00 pm,Vehicular / Road Accident,Quezon Bridge (Southbound),SUV vs Pedestrian,Ospital ng Maynila (OSMA),,,14.595768,120.982214,0,
"November 12, 2023",November 2023,Emergency Medical Response (EMR),2:52:00 am,Vehicular / Road Accident,Roxas Boulevard In front of Philippine Navy,Others,Ospital ng Maynila (OSMA),,,14.560859,120.986392,2,
"November 12, 2023",November 2023,Emergency Medical Response (EMR),7:14:00 am,Vehicular / Road Accident,Quezon Bridge Southbound,Motorcycle (Loss of Control),Double two upon arrival,,,14.596925,120.983696,1,
"November 12, 2023",November 2023,Emergency Medical Response (EMR),10:02:00 am,Vehicular / Road Accident,Roxas Boulevard corner UN,Motorcycle (Loss of Control),Refused to transport,,,14.578836,120.977983,1,
"November 12, 2023",November 2023,Emergency Medical Response (EMR),7:16:00 am,Vehicular / Road Accident,Infront of Kartilya ng Katipunan,Motorcycle (Loss of Control),Refused to transport,,,14.590902,120.980669,0,
"November 12, 2023",November 2023,Emergency Medical Response (EMR),7:18:00 pm,Vehicular / Road Accident,M.H Del Pilar corner Quintos,Others,Manila Doctors Hospital,,,14.572295,120.982739,0,
"November 12, 2023",November 2023,Emergency Medical Response (EMR),7:18:00 pm,Vehicular / Road Accident,M.H Del Pilar corner Quintos,Others,Maniila Doctor's Hospital,,,14.572295,120.982739,0,
"November 13, 2023",November 2023,Emergency Medical Response (EMR),4:48:00 pm,Vehicular / Road Accident,Abad Santos corner Tayuman,Motorcycle (Loss of Control),Tondo Medical Hospital,,,14.616716,120.977271,3,
"November 13, 2023",November 2023,Emergency Medical Response (EMR),4:59:00 pm,Vehicular / Road Accident,Tayuman corner Abad Santos,Motorcycle (Loss of Control),Tondo Medical Hospital,,,14.616716,120.977271,3,
"November 13, 2023",November 2023,Emergency Medical Response (EMR),5:04:00 pm,Vehicular / Road Accident,UN Avenue,Motorcycle vs SUV,Others,,,14.584777,120.991515,1,
"November 13, 2023",November 2023,Emergency Medical Response (EMR),6:11:00 pm,Vehicular / Road Accident,Brgy. 628 San Antonio St corner Figueroa Paco Manila,Motorcycle vs Tricycle,Philippine General Hospital (PGH),,,14.580907,120.99808,1,
"November 15, 2023",November 2023,Emergency Medical Response (EMR),7:26:00 pm,Vehicular / Road Accident,V. Mapa High School,Motorcycle (Loss of Control),Philippine Orthopedic Center (P.O.C.),,,14.598262,120.993076,0,
"November 17, 2023",November 2023,Emergency Medical Response (EMR),9:18:00 am,Vehicular / Road Accident,Apacible corner Paz,Tricycle vs Pedestrian,Philippine Orthopedic Center (P.O.C.),,,14.581329,120.994934,1,
"November 17, 2023",November 2023,Emergency Medical Response (EMR),10:33:00 pm,Vehicular / Road Accident,F.Agoncillo cor J.Nakpil Malate Manila,SUV vs Pedestrian,Philippine Orthopedic Center (P.O.C.),,,14.574517,120.991026,1,
"November 18, 2023",November 2023,Emergency Medical Response (EMR),12:23:00 am,Vehicular / Road Accident,UN Avenue,Motorcycle vs Ebike/Bike,Ospital ng Maynila (OSMA),,,14.586075,120.994206,1,
"November 18, 2023",November 2023,Emergency Medical Response (EMR),1:02:00 am,Vehicular / Road Accident,Roxas Blvd.cor Salas Ermita Malate Manila,Motorcycle (Loss of Control),Refused to transport,,,14.574281,120.980562,1,
"November 18, 2023",November 2023,Emergency Medical Response (EMR),4:29:00 am,Vehicular / Road Accident,"Antonio Rivera, Tondo",Motorcycle vs Pedestrian,Maniila Doctor's Hospital,,,14.60834,120.973623,1,
"November 18, 2023",November 2023,Emergency Medical Response (EMR),6:42:00 am,Vehicular / Road Accident,Espanya infront of UST,Motorcycle (Loss of Control),Refused to transport,,,14.608995,120.992003,1,
"November 18, 2023",November 2023,Emergency Medical Response (EMR),6:42:00 am,Vehicular / Road Accident,Espanya Infront of UST ,Motorcycle (Loss of Control),Refused to transport,,,14.608995,120.992003,1,
"November 18, 2023",November 2023,Emergency Medical Response (EMR),10:30:00 am,Vehicular / Road Accident,Osmeña Highway,Motorcycle vs Taxi,Refused to transport,,,14.566319,121.00271,1,
"November 18, 2023",November 2023,Emergency Medical Response (EMR),8:47:00 pm,Vehicular / Road Accident,Pedro Gil corner Pasig Line ,Motorcycle (Loss of Control),Ospital ng Maynila (OSMA),,,14.579523,121.004895,1,
"November 19, 2023",November 2023,Emergency Medical Response (EMR),12:27:00 am,Vehicular / Road Accident,valenzuela St Sta Mesa,Motorcycle (Loss of Control),Ospital ng Maynila (OSMA),,,14.59881,121.014685,0,
"November 19, 2023",November 2023,Emergency Medical Response (EMR),4:09:00 am,Vehicular / Road Accident,Otis Pandacan,Motorcycle (Loss of Control),Refused to transport,,,14.589703,120.997447,1,
"November 19, 2023",November 2023,Emergency Medical Response (EMR),7:34:00 am,Vehicular / Road Accident,Abad Santos Avenue,Motorcycle (Loss of Control),Tondo Medical Hospital,,,14.625297,120.978548,1,
"November 20, 2023",November 2023,Emergency Medical Response (EMR),2:05:00 am,Vehicular / Road Accident,Nicolas Zamora St.,Motorcycle vs Motorcycle,Tondo Medical Hospital,,,14.617511,120.970512,3,
"November 20, 2023",November 2023,Emergency Medical Response (EMR),2:22:00 am,Vehicular / Road Accident,moriones corner Asuncion St Tondo ,Motorcycle vs Motorcycle,Gat. Andres Bonifacio Hospital,,,14.60971,120.964799,1,
"November 20, 2023",November 2023,Emergency Medical Response (EMR),8:44:00 pm,Vehicular / Road Accident,Osmeña hiway cor. san andres,Motorcycle vs Ebike/Bike,Ospital ng Maynila (OSMA),,,14.572597,120.999322,0,
"November 21, 2023",November 2023,Emergency Medical Response (EMR),2:30:00 am,Vehicular / Road Accident,"Old Sta. Mesa, Manila",Motorcycle (Loss of Control),Others,,,14.599669,121.015266,2,
"November 22, 2023",November 2023,Emergency Medical Response (EMR),8:53:00 am,Vehicular / Road Accident,Rizal Ave. corner R. Papa,Motorcycle vs Ebike/Bike,Philippine Orthopedic Center (P.O.C.),,,14.636216,120.982442,3,
"November 22, 2023",November 2023,Emergency Medical Response (EMR),8:53:00 am,Vehicular / Road Accident,Rizal Ave. corner R. Papa,Motorcycle vs Ebike/Bike,Ospital ng Tondo,,,14.636216,120.982442,3,
"November 23, 2023",November 2023,Emergency Medical Response (EMR),1:46:00 am,Vehicular / Road Accident,Nakpil corner Hidalgo,E-Bike (Loss of Control),Philippine General Hospital (PGH),,,14.573379,120.988894,1,
"November 23, 2023",November 2023,Emergency Medical Response (EMR),11:04:00 pm,Vehicular / Road Accident,Quintin Paredes Plaza Ruiz,Motorcycle vs SUV,Refused to transport,,,14.600414,120.973974,1,
"November 24, 2023",November 2023,Emergency Medical Response (EMR),2:33:00 am,Vehicular / Road Accident,"Osmeña Highway, F. Torres",Motorcycle (Loss of Control),Refused to transport,,,14.569206,121.001197,1,
"November 24, 2023",November 2023,Emergency Medical Response (EMR),9:51:00 am,Vehicular / Road Accident,Recto Avenue,PUJ vs Pedestrian,Gat. Andres Bonifacio Hospital,,,14.604099,120.968602,1,
"November 24, 2023",November 2023,Emergency Medical Response (EMR),9:40:00 pm,Vehicular / Road Accident,Bangbang corner Abad Santos,Motorcycle vs Truck,Chinese General Hospital,,,14.61259,120.976437,2,
"November 24, 2023",November 2023,Emergency Medical Response (EMR),9:50:00 pm,Vehicular / Road Accident,Maceda corner España,Motorcycle vs Tricycle,Refused to transport,,,14.614458,120.997959,3,
"November 24, 2023",November 2023,Emergency Medical Response (EMR),9:55:00 pm,Vehicular / Road Accident,Nagtahan Bridge,Motorcycle vs SUV,Refused to transport,,,14.600205,120.999714,2,
